event_id,user_id,timestamp,ip_address,latitude,longitude,location,user_agent,device_id,resource,action,success,mfa_used,failure_reason,privilege_level
a65a31eb-f938-490a-ad03-0886626d3b8d,carol@corp.com,2026-03-30T12:42:47,10.0.185.80,51.50838,-0.121429,"London, UK",Mozilla/5.0,dev-carol-1,hr-portal,login,true,true,,user
29a2693f-701e-4433-a7cb-84da31b4554a,carol@corp.com,2026-03-30T12:47:36,10.0.20.140,51.509958,-0.129842,"London, UK",Mozilla/5.0,dev-carol-1,wiki,authorize,true,false,,user
80a27d8f-dfdc-4257-ada1-6b3b9af351ac,bob@corp.com,2026-03-30T13:14:27,10.0.30.152,40.704093,-73.991361,"New York, US",Mozilla/5.0,dev-bob-1,crm,access,true,false,,user
dbb1cbc9-7b3c-4d7a-83be-31a0f312399c,alice@corp.com,2026-03-30T13:32:19,10.0.147.107,37.782903,-122.423873,"San Francisco, US",Mozilla/5.0,dev-alice-1,code-repo,login,true,false,,user
ce8a3f46-9eae-41c3-b60d-fbe4930748cf,alice@corp.com,2026-03-30T13:42:47,10.0.184.80,37.777102,-122.424903,"San Francisco, US",Mozilla/5.0,dev-alice-1,crm,authorize,true,true,,user
b8dd6b3a-589a-4ed7-bfe8-de6dffc0ef79,alice@corp.com,2026-03-30T14:06:13,10.0.148.22,37.76345,-122.423576,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,authorize,true,false,,user
dab8cbfa-4317-4595-a4a8-183b50bbf308,carol@corp.com,2026-03-30T14:08:18,10.0.22.166,51.494609,-0.122161,"London, UK",Mozilla/5.0,dev-carol-1,crm,access,true,true,,user
ba4a6992-0ed0-4347-9ae6-fae41afea17c,alice@corp.com,2026-03-30T14:21:48,10.0.54.110,37.781593,-122.422209,"San Francisco, US",Mozilla/5.0,dev-alice-1,code-repo,authorize,true,true,,user
6c7e2147-667b-4917-9209-2dd43c8fc75c,bob@corp.com,2026-03-30T14:39:14,10.0.108.242,40.713362,-74.024178,"New York, US",Mozilla/5.0,dev-bob-1,wiki,login,true,false,,user
d89ad49a-217c-4504-8788-f1effa4320bb,alice@corp.com,2026-03-30T14:43:37,10.0.168.241,37.7784,-122.403536,"San Francisco, US",Mozilla/5.0,dev-alice-1,code-repo,authorize,true,false,,user
d7cf9300-135e-4057-b6e6-78c11a8e4874,carol@corp.com,2026-03-30T14:48:08,10.0.18.195,51.507472,-0.130114,"London, UK",Mozilla/5.0,dev-carol-1,wiki,access,true,true,,user
bcb26d67-fcaf-49db-a3e9-dbe29ea97f56,alice@corp.com,2026-03-30T14:50:02,10.0.197.164,37.780016,-122.412437,"San Francisco, US",Mozilla/5.0,dev-alice-1,wiki,authorize,true,true,,user
fa7e841a-726a-4f00-891c-51b950fcd182,carol@corp.com,2026-03-30T15:16:17,10.0.59.10,51.507398,-0.146816,"London, UK",Mozilla/5.0,dev-carol-1,wiki,authorize,true,true,,user
aeabb226-c579-493c-958e-8d178321eaea,alice@corp.com,2026-03-30T15:25:36,10.0.5.229,37.784365,-122.43052,"San Francisco, US",Mozilla/5.0,dev-alice-1,email,authorize,true,true,,user
3ac3baa9-693a-4bc2-a4f0-6c5b70019be2,alice@corp.com,2026-03-30T15:32:07,10.0.1.143,37.794194,-122.421049,"San Francisco, US",Mozilla/5.0,dev-alice-1,hr-portal,authorize,true,true,,user
ee71bd9a-82e3-4c07-b6a6-2f41e438ecf9,bob@corp.com,2026-03-30T15:47:39,10.0.20.36,40.714279,-73.997672,"New York, US",Mozilla/5.0,dev-bob-1,hr-portal,login,true,false,,user
cee06d47-755a-48ea-8b5a-121815932f92,bob@corp.com,2026-03-30T16:15:10,10.0.79.74,40.692854,-74.006577,"New York, US",Mozilla/5.0,dev-bob-1,wiki,login,true,true,,user
b12f8db1-78d6-4a19-9a50-a952cef6116d,alice@corp.com,2026-03-30T16:36:43,10.0.158.40,37.781606,-122.408046,"San Francisco, US",Mozilla/5.0,dev-alice-1,hr-portal,access,true,true,,user
78c6241c-765f-4e73-814a-6ae26194fac5,bob@corp.com,2026-03-30T16:40:06,10.0.98.91,40.711794,-73.994663,"New York, US",Mozilla/5.0,dev-bob-1,wiki,login,true,true,,user
5e77f547-db42-41d4-bd3d-004a40909446,carol@corp.com,2026-03-30T16:41:09,10.0.58.172,51.493431,-0.130107,"London, UK",Mozilla/5.0,dev-carol-1,vpn,access,true,false,,user
c7ab149c-ca6a-4285-a80a-243bbb21f0fc,bob@corp.com,2026-03-30T16:42:58,10.0.159.137,40.712103,-74.006477,"New York, US",Mozilla/5.0,dev-bob-1,email,access,true,true,,user
c7b51119-2f16-4305-8e16-cdfdd179f465,bob@corp.com,2026-03-30T16:56:11,10.0.179.151,40.727198,-74.009211,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,login,true,true,,user
3e29f512-40c9-46e8-9264-f378eab41227,bob@corp.com,2026-03-30T17:07:29,10.0.132.182,40.706565,-74.019904,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,authorize,true,true,,user
d16afc60-4bac-4abf-866a-39e738d0b8cf,alice@corp.com,2026-03-30T17:11:43,10.0.1.103,37.776739,-122.422017,"San Francisco, US",Mozilla/5.0,dev-alice-1,hr-portal,authorize,true,false,,user
296097a7-24b0-4e19-a8cc-f77af5840cd6,alice@corp.com,2026-03-30T17:13:01,10.0.192.103,37.776617,-122.430076,"San Francisco, US",Mozilla/5.0,dev-alice-1,hr-portal,login,true,true,,user
9ef02470-7a74-473d-9eba-036da3be40ed,carol@corp.com,2026-03-30T17:13:07,10.0.21.94,51.505546,-0.122931,"London, UK",Mozilla/5.0,dev-carol-1,crm,access,true,false,,user
fb69f45e-3d36-431f-b6a9-f096229ade29,carol@corp.com,2026-03-30T17:14:44,10.0.77.178,51.489314,-0.122849,"London, UK",Mozilla/5.0,dev-carol-1,email,login,true,true,,user
75bf84dc-cdc5-4361-bf1b-99de733e50ab,bob@corp.com,2026-03-30T17:33:36,10.0.131.139,40.71717,-74.002632,"New York, US",Mozilla/5.0,dev-bob-1,code-repo,access,true,false,,user
4b1f6d70-bfa0-449d-8714-bddfcabfb4be,carol@corp.com,2026-03-30T17:40:04,10.0.185.56,51.512833,-0.126031,"London, UK",Mozilla/5.0,dev-carol-1,vpn,authorize,true,true,,user
aee07ae0-e436-4665-8061-a02c8a7696b7,carol@corp.com,2026-03-30T17:42:48,10.0.230.104,51.493047,-0.136027,"London, UK",Mozilla/5.0,dev-carol-1,code-repo,login,true,true,,user
479c4d1e-2a71-4425-9ad4-38912d7bb191,bob@corp.com,2026-03-30T17:46:14,10.0.246.87,40.720329,-74.010118,"New York, US",Mozilla/5.0,dev-bob-1,email,authorize,true,false,,user
8cb81c25-4408-4aec-ac60-8135a9ba590c,carol@corp.com,2026-03-30T18:17:25,10.0.196.208,51.504996,-0.118562,"London, UK",Mozilla/5.0,dev-carol-1,hr-portal,access,true,false,,user
6d5b5fd8-f13e-4f12-9f8d-58c2280312dc,bob@corp.com,2026-03-30T18:26:10,10.0.90.99,40.697144,-74.003423,"New York, US",Mozilla/5.0,dev-bob-1,vpn,access,true,true,,user
aa13627d-212b-45fd-a902-08e9573b0cc1,carol@corp.com,2026-03-30T18:31:42,10.0.30.10,51.508472,-0.12041,"London, UK",Mozilla/5.0,dev-carol-1,vpn,login,true,false,,user
bbb5159d-6153-440d-8fe1-db5263a9e71b,alice@corp.com,2026-03-30T23:05:00,10.0.78.131,37.791297,-122.406656,"San Francisco, US",Mozilla/5.0,dev-alice-1,crm,login,true,false,,user
